Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
Décret n° 2021-505 du 7 décembre 2021 portant approbation de la contribution déterminée au niveau national révisée de la République du Congo.,30_National,Democratic Republic of Congo,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC209181/,,French,Y,,N,N,12108_N_2021_Décret_n_2021_505.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12108_N_2021_Décret_n_2021_505.pdf
"RDC – Note circulaire n°SC/002/GVK/GMM/2021 du 21 janvier 2021 relative à l’interdiction de production, commercialisation, importation et utilisation des emballages en sachet plastique non biodégradable dans la Ville de Kinshasa.",40_Subnational,"Democratic Republic of Congo, Kinshasa",2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204799/,,French,N,Bags,N,N,12034_S_2021_RDC_Note_circulaire_n.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12034_S_2021_RDC_Note_circulaire_n.pdf
"Decreto Nº 1342 - Reglamento de la Ley Orgánica para la Racionalización, Reutilización y Reducción de Plásticos de un solo Uso.",30_National,Ecuador,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204568/,,Spanish,N,SUPs,N,N,12036_N_2021_Decreto_N_1342_Reglamento.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12036_N_2021_Decreto_N_1342_Reglamento.pdf
"Regulation (EU) 2021/1139 of the European Parliament and of the Council establishing the European Maritime, Fisheries and Aquaculture Fund and amending Regulation (EU) 2017/1004.",20_Regional,European Union,2021,http://extwprlegs1.fao.org/docs/pdf/eur204002.pdf,,English,Y,,Y,N,4994_I_2021_Regulation_EU_2021_1139.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4994_I_2021_Regulation_EU_2021_1139.pdf
"EU Action Plan: 'Towards Zero Pollution for Air, Water and Soil'.",20_Regional,European Union,2021,https://www.ecolex.org/details/legislation/eu-action-plan-towards-zero-pollution-for-air-water-and-soil-lex-faoc204204/?q=plastic&type=legislation&xdate_max=2021&xdate_min=2020&page=2,,English,Y,Microplastics,Y,N,12012_I_2021_EU_Action_Plan_Towards.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12012_I_2021_EU_Action_Plan_Towards.pdf
Strategic guidelines for a more sustainable and competitive EU aquaculture for the period 2021 to 2030.,20_Regional,European Union,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC206189/,,English,Y,,Y,N,15004_R_2021_Strategic_Guidelines_For_A.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15004_R_2021_Strategic_Guidelines_For_A.pdf
"Council Decision (EU) 2021/764 establishing the Specific Programme implementing Horizon Europe – the Framework Programme for Research and Innovation, and repealing Decision 2013/743/EU.",20_Regional,European Union,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204919/,,English,Y,,Y,N,15005_R_2021_Council_Decision_(EU).pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15005_R_2021_Council_Decision_(EU).pdf
Action Plan for the development of organic production.,20_Regional,European Union,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC203896/,,Enlish,Y,,Y,N,15062_R_2021_Action_Plan_for_the.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15062_R_2021_Action_Plan_for_the.pdf
Horizon Europe Strategic Plan 2021-2024,20_Regional,European Union,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211328/,,English,Y,,Y,N,15063_R_2021_Horizon_Europe_Strategic_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15063_R_2021_Horizon_Europe_Strategic_Plan.pdf
"Regulation (EU) 2021/690 establishing a programme for the internal market, competitiveness of enterprises, including small and medium-sized enterprises, the area of plants, animals, food and feed, and European statistics (Single Market Programme).",20_Regional,European Union,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204100/,,English,Y,,Y,N,15099_R_2021_Regulation_EU_2021_690.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15099_R_2021_Regulation_EU_2021_690.pdf
Decree of the Ministry of the Environment on certain plastic products (No. 771 of 2021).,30_National,Finland,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC208657/,,Swedish,N,,N,N,12025_N_2021_Decree_of_the_Ministry.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12025_N_2021_Decree_of_the_Ministry.pdf
Décret modifiant le décret du 5 avril 1995 contenant des dispositions générales concernant la politique de l’environnement et le décret du 23 décembre 2011 relatif à la gestion durable de cycles de matériaux et de déchets,40_Subnational,"Flanders, Belgium",2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC201801/,,French,N,,N,N,12047_S_2021_Décret_modifiant_le_décret.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12047_S_2021_Décret_modifiant_le_décret.pdf
Decreto supremo que establece metas de recolección y valorización y otras obligaciones asociadas de envases y embalajes,30_National,Chile,2021,https://www.bcn.cl/leychile/navegar?idNorma=1157019,,Spanish,N,,N,Y,13109_N_2021_Decreto_supremo_establece.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13109_N_2021_Decreto_supremo_establece.pdf
"Restriction on the Production, Importation and Sales of Plate Packaging Materials, Regulated Recyclable Containers and Non-plate Disposable Tableware Containers Which Contain Polyvinyl Chloride",40_Subnational,"Taiwan, China",2022,https://oaout.epa.gov.tw/law/EngLawContent.aspx?lan=E&id=293&KW=PVC,,English,Y,SUPs,Y,Y,13110_N_2022_restriction_on_the_production.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13110_N_2022_restriction_on_the_production.pdf
Disposal Plastic Prohibition Ordinance.,30_National,Germany,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC206990,,German,N,SUPs,N,N,12002_N_2021_Disposal_Plastic_Prohibition_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12002_N_2021_Disposal_Plastic_Prohibition_Ordinance.pdf
Regulation on the nature and labeling of certain single-use plastic products (Disposable Plastic Labeling Ordinance).,30_National,Germany,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC208194/,,German,N,"SUPs,Bottles",N,N,12024_N_2021_Regulation_on_the_nature.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12024_N_2021_Regulation_on_the_nature.pdf
Integrated Waste Management Framework,30_National,Greece,2021,https://www.e-nomothesia.gr/kat-periballon/nomos-4819-2021-phek-129a-23-7-2021-1.html,,Greek,N,"Bottles,SUPs",N,N,4977_N_2021_Integrated_Waste_Management_Framework.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4977_N_2021_Integrated_Waste_Management_Framework.pdf
New Circular Economy Action Plan of Greece.,30_National,Greece,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211790/,,Greek,N,,N,N,15050_N_2021_New_Circular_Economy_Action.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15050_N_2021_New_Circular_Economy_Action.pdf
Law no. 4819/2021 on Integrated framework for waste management,30_National,Greece,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211896/,,Greek,N,"SUPs,Bags,Bottles,Packaging",N,N,15054_N_2021_Law_no_48192021.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15054_N_2021_Law_no_48192021.pdf
Gulf of Mexico Governors' Action Plan Number IV for Healthy & Resilient Coasts,40_Subnational,"Gulf of Mexico, United States",2021,https://marinedebris.noaa.gov/regional-action-plan/gulf-mexico-alliance-regional-action-plan,,English,Y,"Packaging,Microplastics",Y,N,13016_S_2021_Gulf_of_Mexico_Governors_Action_Plan_Number_IV_for_Healthy_and_Resilient_Coasts.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13016_S_2021_Gulf_of_Mexico_Governors_Action_Plan_Number_IV_for_Healthy_and_Resilient_Coasts.pdf
Hawaii Marine Debris Action Plan,40_Subnational,"Hawaii, United States",2021,https://marinedebris.noaa.gov/report/hawaii-marine-debris-action-plan,,English,Y,"SUPs,Microplastics,EPR",Y,N,13018_S_2022_Hawaii_Marine_Debris_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13018_S_2022_Hawaii_Marine_Debris_Action_Plan.pdf
National Waste Management Plan 2021-2027.,30_National,Hungary,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211499/,,Hungarian,N,SUPs,N,N,15047_N_2021_National_Waste_Management_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15047_N_2021_National_Waste_Management_Plan.pdf
S.I. No. 516/2021 - European Union (Single Use Plastics) (No. 2) Regulations 2021,30_National,Ireland,2021,https://www.irishstatutebook.ie/eli/2021/si/516/made/en/print#,,English,N,"EPR,SUPs,Bottles,Bags",Y,N,13078_N_2021_SI_no_516_2021.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13078_N_2021_SI_no_516_2021.pdf
Food Vision 2030,30_National,Ireland,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC205013/,,English,Y,Packaging,Y,N,15009_N_2021_Food_Vision_2030.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15009_N_2021_Food_Vision_2030.pdf
"Waste Management Act, 1996",30_National,Ireland,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC022204/,,English,Y,"Bags,SUPs",Y,N,15102_N_2021_Waste_Management_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15102_N_2021_Waste_Management_Act.pdf
Décret no 2021-1610 du 9 décembre 2021 relatif à l’incorporation de plastique recyclé dans les bouteilles pour boissons ,30_National,France,2021,https://www.legifrance.gouv.fr/download/pdf?id=k9J4QampA_S_KWuxcrXD3u6yplGEb0Xgie4-T-nS53g=,,French,N,Bottles,N,Y,13111_N_2021_decret_plastique_recyce.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13111_N_2021_decret_plastique_recyce.pdf
National strategy for the circular economy,30_National,Italy,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC212828/,,Italian,N,Microplastics,N,N,15010_N_2021_National_Strategy_For_The.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15010_N_2021_National_Strategy_For_The.pdf
"Legislative Decree 8 November 2021, n. 196. Implementation of Directive (EU) 2019/904, of the European Parliament and of the Council of 5 June 2019 on the reduction of the impact of certain plastic products on the environment.",30_National,Italy,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC211184/,,Italian,N,SUPs,N,N,15040_N_2021_Legislative_Decree_8_November.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15040_N_2021_Legislative_Decree_8_November.pdf
Implementation Action Plan (2020-2025) for the Italian Bioeconomy Strategy Bit II,30_National,Italy,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC210073/,,English,Y,,Y,N,15051_N_2021_Implementation_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15051_N_2021_Implementation_Action_Plan.pdf
Decree 2 September 2021. Experimental program «Mangiaplastica»,30_National,Italy,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC212794/,,Italian,N,,N,N,15057_N_2021_Decree_2_September_2021.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15057_N_2021_Decree_2_September_2021.pdf
Décret relatif à l'obligation de présentation à la vente des fruits et légumes frais non-transformés sans conditionnement composé pour tout ou partie de matière plastique,30_National,France,2021,https://www.legifrance.gouv.fr/download/pdf?id=ebPX5mTOsCRvOG9YXTd8BKzJjClAdyVclT8YLRvUK-g=,,French,N,Packaging,N,Y,13112_N_2021_deret_vente_fruits_plastique.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13112_N_2021_deret_vente_fruits_plastique.pdf
9th Five-Year National Socio-Economic Development Plan. (2021-2025).,30_National,Laos,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC210141/,,English,Y,,Y,N,15058_N_2021_9th_Five-Year_National.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15058_N_2021_9th_Five-Year_National.pdf
Law on the Reduction of Consumption of Products Containing Plastic,30_National,Latvia,2021,http://extwprlegs1.fao.org/docs/pdf/lat206648.pdf,,English,Y,SUPs,Y,N,4999_N_2021_Law_on_the_Reduction.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4999_N_2021_Law_on_the_Reduction.pdf
Ordinance concerning the prohibition of the placing on the market and the requirements for the quality and marking of certain plastic products (Plastic Products Ordinance).,30_National,Liechtenstein,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC210346/,,German,N,SUPs,N,N,15048_N_2021_Ordinance_concerning_the_prohibition.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15048_N_2021_Ordinance_concerning_the_prohibition.pdf
Décret n° 2016-379 du 30 mars 2016 relatif aux modalités de mise en œuvre de la limitation des sacs en matières plastiques à usage unique,30_National,France,2016,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000032319878,,French,Y,Bags,Y,Y,13113_N_2016_decret_relatix_modalites.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13113_N_2016_decret_relatix_modalites.pdf
An Act To Support and Improve Municipal Recycling Programs and Save Taxpayer Money,40_Subnational,"Maine, United States",2021,https://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280080518,,English,Y,"Packaging,EPR",Y,N,12052_S_2021_An_Act_To_Support.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12052_S_2021_An_Act_To_Support.pdf
National Marine Litter Policy and Action Plan 2021 - 2030,30_National,Malaysia,2021,https://www.kasa.gov.my/resources/alam-sekitar/national-marine-litter-policy/,,English,Y,"SUPs,Microplastics,Bottles,EPR",Y,N,4500_N_2021_National_Marine_Litter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4500_N_2021_National_Marine_Litter.pdf
Twelfth Malaysia Plan,30_National,Malaysia,2021,https://rmke12.epu.gov.my/en,,English,Y,SUPs,Y,N,14003_N_2021_Twelfth_Malaysia_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/14003_N_2021_Twelfth_Malaysia_Plan.pdf
Presidential Decree on Single Use Plastic,30_National,Maldives,2021,https://www.environment.gov.mv/v2/en/download/11888,,Dhivehi,N,SUPs,N,N,9039_N_2021_Presidential_Decree_Single_Use.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9039_N_2021_Presidential_Decree_Single_Use.pdf
Single Use Plastic Phase Out Plan,30_National,Maldives,2021,https://www.environment.gov.mv/v2/en/download/11572,,English,Y,"Bags,Bottles,SUPs",Y,N,9041_N_2021_Single_Use_Plastic_Phase.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9041_N_2021_Single_Use_Plastic_Phase.pdf
"Waste Management (Packaging and Packaging Waste) (Amendment No. 2) Regulations, 2021.",30_National,Malta,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC206485/,,English,Y,,Y,N,12023_N_2021_Waste_Management_Packaging_and.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12023_N_2021_Waste_Management_Packaging_and.pdf
Mid-Atlantic Marine Debris Action Plan,40_Subnational,"Mid-Atlantic, United States",2021,https://marinedebris.noaa.gov/regional-action-plan/mid-atlantic-marine-debris-action-plan,,English,Y,"Microplastics,SUPs,Bags,EPR,Bottles",Y,N,13019_S_2022_Mid_Atlantic_Marine_Debris_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13019_S_2022_Mid_Atlantic_Marine_Debris_Action_Plan.pdf
Arrêté Ministériel n° 2021-317 du 29 avril 2021 précisant le contenu des registres mentionnés à l’article O.431-3-1 et modifiant certaines dispositions relatives aux déchets.,30_National,Monaco,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC207389/,,French,N,"Bags,SUPs",N,N,12037_N_2021_Arrete_Ministeriel_n_2021.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12037_N_2021_Arrete_Ministeriel_n_2021.pdf
"Décret n° 2-20 - 641 du 23 rabii II 1442 (9 décembre 2020) ... portant interdiction de la fabrication, de l’importation, de l’exportation, de la détention, de la commercialisation et de l’utilisation de sacs plastiques.",30_National,Morocco,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204692/,"<p>Full title: ""Décret n° 2-20 - 641 du 23 rabii II 1442 (9 décembre 2020) modifiant et complétant le décret n° 2-16-174 du 25 joumada II 1437 (4 avril 2016) pris pour l’application de certaines dispositions de la loi n° 77-15 portant interdiction de la fabrication, de l’importation, de l’exportation, de la détention, de la commercialisation et de l’utilisation de sacs plastiques.""</p>",French,N,Bags,N,N,4980_N_2021_Plastic_Bag_Morocco.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4980_N_2021_Plastic_Bag_Morocco.pdf
Dahir n° 1-21-25 du 10 rejeb 1442 (22 février 2021) portant promulgation de la loi n° 69-18 relative à la pollution par les navires.,30_National,Morocco,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC204627/,,French,N,Bags,N,N,12046_N_2021_Dahir_n_1_21.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12046_N_2021_Dahir_n_1_21.pdf
Plastic Reduction and Circular Economy Bill ,40_Subnational,"New South Wales, Australia",2021,https://legislation.nsw.gov.au/view/pdf/bill/efc59978-8583-47c7-aa00-f46cb67e1adc,,English,Y,"SUPs,Bags,Microplastics",Y,N,5955_S_2021_Plastic_Reduction_and_Circular_Economy_Bill.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5955_S_2021_Plastic_Reduction_and_Circular_Economy_Bill.pdf
New South Wales Plastics Action Plan,40_Subnational,"New South Wales, Australia",2021,https://www.dpie.nsw.gov.au/__data/assets/pdf_file/0007/357226/NSW-Plastics-Action-Plan-2021.pdf,,English,Y,"SUPs,Bags,EPR,Microplastics",Y,N,13046_S_2021_New_South_Wales_Plastics_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13046_S_2021_New_South_Wales_Plastics_Action_Plan.pdf
Plastic Reduction and Circular Economy Act 2021 No 31,40_Subnational,"New South Wales, Australia",2021,https://legislation.nsw.gov.au/view/html/inforce/current/act-2021-031,,English,Y,"Packaging,Bags,SUPs,Microplastics",Y,N,13057_S_2021_Plastic_Reduction_and_Circular_Economy_Act_2021_No_31.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13057_S_2021_Plastic_Reduction_and_Circular_Economy_Act_2021_No_31.pdf
"Israel's Free Import Order - Amendment no. 3, 5791-2021 ",30_National,Israel,2021,https://members.wto.org/crnattachments/2021/TBT/ISR/21_4691_00_x.pdf,,Hebrew,N,,N,Y,13114_N_2021_israels_free_import_order.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13114_N_2021_israels_free_import_order.pdf
 Regulation banning the marketing of non-biodegradable and non-compostable cotton buds and exfoliating rinse-off cosmetic products or detergents containing microplastics,30_National,Italy,2018,https://members.wto.org/crnattachments/2018/TBT/ITA/18_3200_00_x.pdf,,Italian,N,Microplastics,N,Y,13115_N_2018_regulation_Banning_the_marketing.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13115_N_2018_regulation_Banning_the_marketing.pdf
Law on packaging and packaging waste management.,30_National,North Macedonia,2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC209456/,,Macedonian,N,,N,N,12019_N_2021_Law_on_packaging_and.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12019_N_2021_Law_on_packaging_and.pdf
Environment Protection (Beverage Containers and Plastic Bags) Act 2011.,40_Subnational,"Northern Territory, Australia",2021,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC110479/,,English,Y,"Bottles,Bags",Y,N,15103_S_2021_Environment_Protection_Beverage_Containers.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/15103_S_2021_Environment_Protection_Beverage_Containers.pdf
Relating to modernizing Oregon's recycling system.,40_Subnational,"Oregon, United States",2021,https://www.oregon.gov/deq/recycling/Pages/Modernizing-Oregons-Recycling-System.aspx,,English,Y,Packaging,Y,N,12053_S_2021_Relating_to_modernizing_Oregons.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12053_S_2021_Relating_to_modernizing_Oregons.pdf
